name,address,phone,fax,email,website,latitude,longitude
Autotreff Hille GmbH,"J.-Andreas-Schubert-Straße15 , 02730 Ebersbach",+49 3586 300163,+49 3586 300165,auto-hille@t-online.de,https://www.volkswagen.de/de/haendler-werkstatt/autotreff-hille-ebersbach.html,50.99798,14.61563
Auto-Center Frankfurt(Oder) GmbH,"Auto-Focus 7 , 15517 Fürstenwalde",+49 3361 340308,+49 3361 340309,,https://www.volkswagen.de/de/haendler-werkstatt/auto-center-frankfurt-oder-fuerstenwalde.html,52.33736,14.0686
Autohaus Spree-Eck GmbH & Co. KG,"Auto-Focus 11 , 15517 Fürstenwalde",+49 3361 711110,+49 3361 711117,spree-eck@web.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-spree-eck-fuerstenwalde.html,52.3369,14.0731
Autohaus Schlögl GmbH & Co. KG,"Trostberger Straße 1 + 3 , 83301 Traunreut",+49 8669 50910,+49 8669 509180,info@schloegl.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-schloegl-traunreut.html,47.963326,12.610861
Autohaus Wallner GmbH & Co. KG,"Hauptstraße 23 , 83339 Chieming",+49 8664 208,+49 8664 496,info@autowallner.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-wallner-chieming.html,47.89061,12.53698
Autohaus Ihle GmbH,"Itzehoer Straße 55 , 24589 Nortorf",+49 4392 91710,+49 4392 917140,info@ihle-nortorf.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ihle-nortorf.html,54.15819,9.85133
Autohaus Amsl Inh. Thomas Amsl,"Marktstraße 54 , 94107 Untergriesbach",+49 8593 90020,+49 8593 900249,service@amsl-autohaus.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-amsl-untergriesbach.html,48.57289,13.67615
Osenstätter Kraftfahrzeuge GmbH,"Jahnstraße 42 , 83278 Traunstein",+49 861 988710,+49 861 9887199,info@vw-osenstaetter.de,https://www.volkswagen.de/de/haendler-werkstatt/osenstaetter-kraftfahrzeuge-traunstein.html,47.86771,12.631763
Autohaus Rausch GmbH & Co. KG,"Breslauer Straße 1 , 83313 Siegsdorf",+49 8662 9111,+49 8662 12857,autohaus.rausch@t-online.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-rausch-siegsdorf.html,47.827316,12.635793
Autohaus Thomas Minnich GmbH & Co. KG,"Am Windmühlenberg 4 , 15320 Neuhardenberg",+49 33476 5980,+49 33476 5113,info@autohaus-minnich.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-thomas-minnich-neuhardenberg.html,52.59113,14.230962
Auto-Center Frankfurt (Oder) GmbH,"Frankfurter Straße 59 , 16259 Bad Freienwalde",+49 3344 41880,+49 3344 5059,ac-frankfurt-oder@acb.de,https://www.volkswagen.de/de/haendler-werkstatt/auto-center-frankfurt-oder-bad-freienwalde.html,52.77372,14.06155
VW Autohaus Neubukow GmbH,"Gewerbegebiet Berghausen , 18233 Neubukow",+49 38294 7180,+49 38294 71822,info@vw-neubukow.de,https://www.volkswagen.de/de/haendler-werkstatt/vw-autohaus-neubukow.html,54.03955,11.68653
Autohaus Philipp GmbH,"Beeskower Straße 6 B , 15890 Eisenhüttenstadt",+49 3364 60770,+49 3364 607760,olaf.linstaedt@ahphilipp.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-philipp-eisenhuettenstadt.html,52.14786,14.65423
Autohaus Thomsen GmbH,"Werkstraße 2 , 24848 Kropp",+49 4624 80450,+49 4624 804580,info@thomsen-kropp.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-thomsen-kropp.html,54.41314,9.52859
Autohaus Tolzin GmbH,"Leuschentiner Damm 1 , 17139 Malchin",+49 3994 20840,+49 3994 208444,service@autohaus-tolzin.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-tolzin-malchin.html,53.73329,12.78864
Autohaus Eckernförde GmbH,"Noorstraße 28 , 24340 Eckernförde",+49 4351 71750,+49 4351 2131,info@autohaus-eckernfoerde.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-eckernfoerde.html,54.472828,9.826713
Autohaus Eschengrund GmbH,"Baumwallsweg 6b , 17034 Neubrandenburg",+49 395 423910,+49 395 4239121,service@autohaus-eschengrund.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-eschengrund-neubrandenburg.html,53.58249,13.270267
Ferdinand Schultz Nachfolger Autohaus GmbH & Co. KG,"Altkarlshof 6 , 18146 Rostock",+49 381 6586740,+49 381 6586718,autohaus@fsn.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-ferdinand-schultz-rostock.html,54.094486,12.154668
Dein Autozentrum Woldegk GmbH,"Prenzlauer Chaussee 2b , 17348 Woldegk",+49 3963 256220,+49 3963 256235,info@dein-autozentrum-woldegk.de,https://www.volkswagen.de/de/haendler-werkstatt/dein-autozentrum-woldegk.html,53.46126,13.5908375
Emil Frey Hans Carstens GmbH,"Husumer Straße 50 , 25821 Breklum",+49 4671 91900,,info.breklum@hanscarstens.de,https://www.volkswagen.de/de/haendler-werkstatt/emil-frey-hans-carstens-breklum.html,54.60756,8.98061
Autohaus Neu GmbH,"Am Alten Bahndamm 10 , 18334 Bad Sülze",+49 38229 7460,+49 38229 74699,info.bs@autohaus-neu.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-neu-bad-suelze.html,54.11055,12.63551
Autohaus Kaim GmbH,"Flensburger Straße 2 , 25917 Leck",+49 4662 987,+49 4662 999,info@autohaus-kaim.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-kaim-leck.html,54.76957,8.97678
Dein Autozentrum Pasewalk GmbH,"Feldstraße 24 , 17309 Pasewalk",+49 3973 20700,+49 3973 207019,info@dein-autozentrum-pasewalk.de,https://www.volkswagen.de/de/haendler-werkstatt/dein-autozentrum-pasewalk.html,53.50683,13.9984255
Autohaus Hückstädt Nachfolger GmbH,"Zum Rauhen Berg 26 , 18507 Grimmen",+49 38326 6140,+49 38326 61413,info@autohaus-hueckstaedt.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-hueckstaedt.html,54.10517,13.06553
Autohaus Abraham GmbH,"Stralsunder Chaussee 25 , 18528 Bergen auf Rügen",+49 3838 80250,+49 3838 802529,info@autohaus-abraham.de,https://www.volkswagen.de/de/haendler-werkstatt/autohaus-abraham-bergen-auf-ruegen.html,54.40692,13.41535
